Education;Marital_Status;Income;Kidhome;Recency;NumDealsPurchases;NumWebPurchases;NumCatalogPurchases;NumStorePurchases;NumWebVisitsMonth;Complain;all_Response;Age;CustomerDayLong;MNT
2;4;69267.0;0;31;2.0;3.0;4.0;5;7.0;0.0;1.0;68.0;3296;1635.0
3;4;31788.0;1;15;3.0;3.0;0.0;4;5.0;0.2985485038334946;0.0;38.0;2752;60.0
4;5;61905.0;0;2;2.0;4.0;2.0;4;5.0;0.0;0.0;46.0;2796;231.0
2;3;29315.0;1;55;4.0;2.0;0.0;4;6.0;0.0;0.0;61.0;2735;48.0
2;2;33378.0;1;38;3.0;2.0;0.0;4;7.0;0.0;0.0;58.0;3159;99.0
4;5;66313.0;0;86;2.0;6.0;3.0;12;4.0;0.0;0.0;58.0;2937;770.0
2;4;60714.0;0;56;2.0;7.0;4.0;10;5.0;0.0;1.0;65.0;3179;940.6225334365931
3;5;77882.0;0;29;1.0;3.0;3.0;5;1.0;0.0;0.0;40.0;2711;818.0
4;4;69867.0;0;30;1.0;3.0;5.0;8;1.0;0.0;2.0;35.0;3104;925.0
3;2;63841.0;0;64;1.0;9.0;3.0;9;6.0;0.0;0.0;53.0;3085;908.0
1;3;24480.0;1;46;3.0;3.0;0.0;4;7.0;0.0;0.0;40.0;3154;102.0
2;5;51369.0;0;84;2.0;8.0;2.0;4;8.0;0.0;0.0;45.0;3263;576.0
2;5;37760.0;0;20;2.0;4.0;1.0;6;7.0;0.0;0.0;75.0;3318;317.0
4;5;65640.0;0;74;1.0;5.0;1.0;8;2.0;0.0;0.0;47.0;2771;461.0
3;3;44319.0;1;18;2.0;2.0;0.0;3;5.0;0.0;0.0;46.0;2724;37.0
2;3;30631.0;1;75;1.0;3.0;1.0;2;7.0;0.0;0.0;47.0;3003;70.0
2;5;75278.0;0;17;1.0;6.0;3.0;13;3.0;0.0;0.0;69.0;3167;930.0
3;5;50898.0;1;88;8.121712502567885;6.0;2.0;12;5.0;0.0;0.0;65.0;3188;859.0
2;6;79946.0;0;19;1.0;5.0;11.0;5;3.0;0.0;0.0;55.0;2699;1440.6225334365931
3;2;35416.0;0;62;3.0;7.0;1.0;5;8.0;0.0;0.0;72.0;3032;390.0
0;5;32414.0;0;11;1.0;1.0;0.0;3;7.0;0.0;1.0;37.0;3011;52.0
2;5;38361.0;1;74;3.0;3.0;1.0;3;7.0;0.0;0.0;52.0;2835;137.0
2;3;82497.0;0;32;1.0;2.0;7.0;9;4.0;0.0;1.0;41.0;3257;1901.936576382196
2;5;16626.0;2;76;3.0;3.0;0.0;3;9.0;0.0;0.0;50.0;2816;68.0
2;5;29672.0;1;6;1.0;0.0;0.0;3;6.0;0.0;0.0;56.0;3125;25.0
3;5;55951.0;0;62;3.0;3.0;6.0;11;8.0;0.0;2.0;69.0;3326;1374.0
0;2;35388.0;1;20;1.0;1.0;0.0;3;7.0;0.0;0.0;33.0;3130;32.0
3;5;42386.0;1;43;1.0;3.0;0.0;3;8.0;0.0;0.0;35.0;3183;100.0
2;4;68627.0;0;45;1.0;2.0;3.0;6;1.0;0.0;0.0;39.0;3184;825.0
4;2;57912.0;0;34;5.0;8.0;3.0;12;5.0;0.0;1.0;56.0;2755;916.0
2;2;35246.0;1;53;4.0;3.0;1.0;3;5.0;0.0;0.0;63.0;2725;62.0
0;5;58821.0;0;44;1.0;9.0;2.0;9;6.0;0.0;0.0;65.0;2911;728.0
4;3;46377.0;1;89;1.0;2.0;1.0;3;4.0;0.0;0.0;43.0;2771;90.0
2;4;39747.0;1;43;3.0;5.0;1.0;4;8.0;0.0;0.0;33.0;2728;273.0
2;5;23976.0;1;68;3.0;3.0;1.0;3;7.0;0.0;0.0;37.0;2835;66.0
3;3;80950.0;0;44;1.0;6.0;7.0;9;2.0;0.0;1.0;60.0;3109;1194.0349180737976
2;6;27038.0;0;64;1.0;3.0;0.0;3;9.0;0.0;1.0;55.0;3300;107.0
2;4;77457.0;0;85;1.0;2.0;5.0;10;1.0;0.0;1.0;74.0;2767;1157.0
3;3;64100.0;0;93;1.0;8.0;3.0;6;7.0;0.0;1.0;57.0;2943;546.0
3;5;42670.0;0;12;1.0;4.0;2.0;4;4.0;0.0;0.0;29.0;3079;241.0
2;2;12571.0;1;86;4.0;3.0;1.0;3;6.0;0.0;0.0;45.0;2813;53.0
2;3;22574.0;2;28;2.0;2.0;0.0;3;7.0;0.0;0.0;54.0;2895;37.0
2;3;51908.0;0;69;1.0;6.0;5.0;12;3.0;0.0;2.0;32.0;3042;1611.0
3;4;70893.0;0;42;1.0;6.0;6.0;10;3.0;0.0;0.0;45.0;3159;1508.0
2;3;54198.0;1;13;6.0;3.0;1.0;6;4.0;0.0;0.0;55.0;2845;235.0
3;5;28839.0;1;86;2.0;2.0;0.0;3;5.0;0.0;0.0;65.0;2761;32.0
2;3;40321.0;1;59;2.0;3.0;0.0;3;7.0;0.0;0.0;49.0;2986;102.0
2;4;66503.0;1;30;2.0;4.0;3.0;6;3.0;0.0;0.0;36.0;3335;401.0
2;3;30833.0;1;33;2.0;1.0;0.0;3;5.0;0.0;0.0;70.0;2999;28.0
2;4;51908.0;1;67;6.0;2.0;3.0;10;7.0;0.0;2.0;51.0;2961;1052.0
2;3;64795.0;0;23;3.0;3.0;3.0;12;2.0;0.0;0.0;50.0;3179;680.0
2;3;34421.0;1;81;1.0;1.0;0.0;2;7.0;0.0;0.0;47.0;3014;30.0
4;2;47025.0;1;6;1.0;1.0;0.0;2;7.0;0.0;0.0;56.0;2791;20.0
4;2;64325.0;0;41;5.0;10.0;3.0;5;7.0;0.0;0.0;60.0;3158;1307.0
2;4;40464.0;0;78;6.0;8.0;2.0;8;8.0;0.0;0.0;68.0;3185;630.0
2;3;62187.0;0;49;1.0;4.0;8.0;5;3.0;0.0;0.0;64.0;3010;1283.0
4;2;14849.0;1;39;3.0;2.0;0.0;4;8.0;0.0;0.0;45.0;3013;65.0
2;3;27255.0;1;3;1.0;1.0;0.0;3;7.0;0.0;0.0;37.0;2885;37.0
4;3;54432.0;2;37;1.0;1.0;0.0;3;4.0;0.0;0.0;71.0;3067;38.0
4;4;29999.0;1;22;4.0;3.0;1.0;4;8.0;0.0;0.0;35.0;3152;160.0
2;4;24072.0;1;79;1.0;1.0;0.0;2;8.0;0.0;0.0;38.0;3090;23.0
4;4;33996.0;0;46;1.0;1.0;1.0;3;4.0;0.0;0.0;32.0;2942;71.0
4;3;66334.0;0;82;2.0;9.0;3.0;5;5.0;0.0;1.0;65.0;3103;1161.0
3;3;35178.0;1;10;1.0;1.0;1.0;2;7.0;0.0;2.0;50.0;3186;59.0
2;5;22010.0;1;51;2.0;2.0;0.0;3;8.0;0.0;0.0;38.0;3015;33.0
2;2;62204.0;0;38;1.0;4.0;5.0;12;3.0;0.0;0.0;61.0;3306;946.0
2;2;75693.0;0;10;1.0;11.0;4.0;6;4.0;0.0;3.1185051147150964;53.0;3221;1434.6225334365931
2;3;30675.0;1;14;1.0;1.0;0.0;3;8.0;0.0;0.0;49.0;3245;62.0
2;5;83003.0;0;18;1.0;7.0;6.0;8;3.0;0.0;2.0;56.0;3134;1674.0
4;5;83532.0;0;36;1.0;4.0;6.0;4;1.0;0.0;1.0;88.14640479922893;2927;1829.5241917449916
2;4;68655.0;0;95;1.0;4.0;5.0;11;3.0;0.0;0.0;33.0;3339;1538.0
2;2;41411.0;0;11;1.0;2.0;1.0;4;6.0;0.0;0.0;35.0;2855;139.0
4;3;55212.0;0;65;3.0;4.0;2.0;11;8.0;0.0;2.0;52.0;3234;1182.0
4;5;59292.0;0;71;2.0;3.0;5.0;8;3.0;0.0;0.0;71.0;3032;507.0
1;5;27190.0;1;13;1.0;1.0;0.0;2;8.0;0.0;2.0;48.0;2969;18.0
2;2;82623.0;0;58;1.0;2.0;9.0;4;1.0;0.0;0.0;69.0;2882;937.9044418921359
2;3;44300.0;1;65;2.0;1.0;0.0;3;6.0;0.0;0.0;56.0;3022;42.0
2;2;84835.0;0;0;1.0;4.0;4.0;6;1.0;0.0;1.0;51.0;2664;1134.4286336371274
2;6;30372.0;1;33;3.0;2.0;0.0;3;7.0;0.0;0.0;50.0;3202;44.0
3;3;33181.0;1;90;1.0;1.0;0.0;2;6.0;0.0;1.0;45.0;2828;16.0
2;3;71113.0;0;95;4.0;6.0;7.0;9;4.0;0.0;0.0;64.0;2845;835.0
2;3;71952.0;1;93;2.0;8.0;4.0;8;4.0;0.0;2.0;35.0;3186;1443.0
4;4;69759.0;0;38;3.0;4.0;6.0;5;3.0;0.0;1.0;55.0;2895;1029.0
2;3;72099.0;0;18;1.0;3.0;4.0;10;1.0;0.0;0.0;47.0;3261;1188.0
4;4;60000.0;0;57;5.0;11.0;3.0;5;6.0;0.0;0.0;45.0;3205;1277.0
2;4;38643.0;1;45;2.0;2.0;0.0;3;7.0;0.2985485038334946;0.0;43.0;2863;49.0
2;3;50737.0;0;61;1.0;2.0;0.0;4;6.0;0.0;1.0;66.0;3065;99.0
4;3;68462.0;0;6;1.0;3.0;3.0;8;1.0;0.0;0.0;52.0;3215;1670.0
3;3;65073.0;0;65;1.0;5.0;3.0;5;2.0;0.2985485038334946;0.0;78.0;2964;900.0
4;5;46681.0;0;52;2.0;4.0;6.0;4;5.0;0.0;0.0;73.0;2915;425.0
2;3;78618.0;0;87;1.0;4.0;7.0;10;2.0;0.0;1.0;64.0;3290;2112.9393599659334
4;6;62187.0;0;38;3.0;6.0;2.0;10;4.0;0.0;0.0;52.0;2750;636.0
2;3;28442.0;2;53;3.0;2.0;1.0;4;4.0;0.0;0.0;43.0;2776;57.0
4;3;37717.0;1;31;1.0;1.0;0.0;2;9.0;0.0;0.0;43.0;3234;25.0
2;3;51479.0;1;67;7.0;6.0;3.0;6;7.0;0.0;0.0;54.0;3199;494.0
2;4;54803.0;0;65;2.0;6.0;2.0;9;4.0;0.0;0.0;52.0;3328;693.0
2;3;79530.0;0;64;1.0;4.0;10.0;11;2.0;0.0;0.0;61.0;3059;1348.0
2;2;31615.0;1;82;2.0;2.0;0.0;3;7.0;0.0;0.0;45.0;3121;51.0
2;5;72025.0;0;27;1.0;4.0;3.0;8;3.0;0.0;0.0;59.0;3240;1899.5241917449916
4;4;52614.0;0;63;2.0;2.0;4.0;8;8.0;0.0;0.0;46.0;3226;990.0
0;3;35684.0;1;66;1.0;1.0;0.0;3;6.0;0.0;0.0;37.0;2719;30.0
2;3;48178.0;1;69;6.0;5.0;1.0;4;8.0;0.0;0.0;46.0;3260;254.0
3;4;29548.0;1;52;1.0;1.0;1.0;2;4.0;0.0;1.0;51.0;2955;29.0
2;4;63810.0;0;45;4.0;4.0;3.0;12;8.0;0.0;1.0;55.0;3246;1371.0
4;4;38578.0;1;2;3.0;3.0;0.0;3;8.0;0.0;1.0;49.0;3023;73.0
3;4;46098.0;1;86;4.0;3.0;2.0;2;8.0;0.0;0.0;46.0;3331;120.0
2;4;22585.0;0;23;1.0;1.0;1.0;2;9.0;0.0;2.0;51.0;3119;81.0
2;4;30279.0;1;13;1.0;1.0;0.0;3;8.0;0.0;0.0;32.0;3197;37.0
4;5;66426.0;0;14;2.0;3.0;5.0;10;6.0;0.0;0.0;60.0;2921;1377.0
2;4;30822.0;1;92;1.0;1.0;0.0;3;7.0;0.0;0.0;52.0;3031;51.0
4;3;33581.0;2;38;1.0;1.0;0.0;2;8.0;0.0;0.0;52.0;3188;17.0
2;3;19986.0;1;74;1.0;0.0;0.0;3;7.0;0.0;0.0;36.0;2878;22.0
2;6;27421.0;0;14;3.0;4.0;1.0;6;7.0;0.0;0.0;67.0;3215;324.0
0;3;35688.0;2;94;7.0;4.0;1.0;4;8.0;0.0;0.0;48.0;3327;211.0
3;4;36143.0;1;33;1.0;0.0;1.0;2;3.0;0.0;0.0;40.0;2742;19.0
2;4;10245.0;1;32;3.0;1.0;2.0;2;5.0;0.0;0.0;50.0;3061;41.0
3;5;43795.0;0;11;3.0;7.0;3.0;4;7.0;0.0;2.0;53.0;2907;492.0
2;5;63381.0;0;78;4.0;4.0;5.0;13;2.0;0.0;0.0;61.0;3283;1005.0
2;5;38823.0;0;56;1.0;2.0;1.0;3;6.0;0.0;0.0;72.0;3319;114.0
4;2;83664.0;1;57;3.0;2.0;2.0;12;5.0;0.0;0.0;53.0;3068;1173.0
2;5;90300.0;0;7;0.0;5.0;6.0;8;1.0;0.0;1.0;42.0;2828;1738.0
3;5;62499.0;1;0;2.0;3.0;1.0;6;4.0;0.0;0.0;42.0;2853;222.0
2;4;74293.0;0;66;1.0;5.0;4.0;6;2.0;0.0;0.0;28.0;2707;1120.6225334365931
4;3;51012.0;0;86;1.0;4.0;1.0;4;6.0;0.0;0.0;75.0;3088;209.0
3;3;70777.0;0;80;3.0;5.0;3.0;12;3.0;0.0;0.0;53.0;2775;787.0
4;5;68682.0;0;56;1.0;4.0;9.0;10;2.0;0.0;0.0;30.0;2917;1598.0
2;3;43824.0;1;18;4.0;3.0;1.0;4;8.0;0.0;0.0;50.0;3303;186.0
2;5;15345.0;1;51;2.0;1.0;1.0;2;8.0;0.0;1.0;37.0;3318;47.0
2;4;23442.0;1;71;1.0;1.0;0.0;3;7.0;0.0;0.0;34.0;3203;27.0
0;5;14515.0;1;71;4.0;2.0;2.0;3;7.0;0.0;1.0;41.0;3248;96.0
0;2;31395.0;1;80;4.0;2.0;1.0;3;6.0;0.0;0.0;65.0;3114;64.0
2;5;75276.0;0;2;1.0;9.0;4.0;9;5.0;0.0;0.0;56.0;3291;1040.0
2;4;42373.0;1;83;5.0;2.0;1.0;5;5.0;0.0;0.0;47.0;2969;163.0
2;5;30507.0;0;29;1.0;5.0;1.0;4;7.0;0.0;0.0;61.0;3126;343.0
4;4;55521.0;1;11;8.121712502567885;6.0;3.0;6;7.0;0.0;2.0;66.0;2901;446.0
2;3;48006.0;1;55;1.0;1.0;0.0;3;6.0;0.0;0.0;56.0;2671;41.0
4;4;27213.0;1;19;3.0;2.0;0.0;4;8.0;0.0;1.0;49.0;3319;70.0
4;2;65808.0;1;1;3.0;5.0;1.0;5;6.0;0.0;0.0;50.0;2681;272.0
4;5;30351.0;1;19;1.0;3.0;0.0;2;9.0;0.0;0.0;47.0;3039;46.0
2;3;50437.0;0;28;3.0;7.0;1.0;8;7.0;0.0;0.0;58.0;3271;490.0
0;4;23616.0;1;76;2.0;3.0;0.0;3;8.0;0.0;1.0;39.0;3240;79.0
2;3;53858.0;0;50;4.0;4.0;3.0;6;4.0;0.0;0.0;45.0;3248;915.0
4;3;66465.0;0;1;3.0;11.0;9.0;12;6.0;0.0;1.0;66.0;3107;1485.0
2;4;46923.0;1;90;3.0;5.0;1.0;7;7.0;0.0;0.0;34.0;3327;369.0
2;5;75072.0;0;83;2.0;5.0;4.0;8;3.0;0.0;0.0;59.0;3173;1073.0
4;3;75865.0;0;73;1.0;3.0;5.0;10;1.0;0.0;0.0;78.0;2741;1242.0
0;5;19789.0;1;24;3.0;2.0;1.0;3;5.0;0.0;1.0;46.0;2872;78.0
2;5;80134.0;0;11;1.0;2.0;7.0;11;5.0;0.0;3.1185051147150964;27.0;2786;1378.0
2;4;91065.0;0;33;1.0;7.0;9.0;9;3.0;0.0;3.0;40.0;3143;1474.0
3;3;49505.0;1;4;8.121712502567885;10.0;2.0;8;8.0;0.0;0.0;50.0;3132;751.0
4;3;37401.0;1;14;2.0;2.0;0.0;3;7.0;0.0;0.0;48.0;2705;48.0
2;3;30096.0;1;30;1.0;2.0;0.0;3;6.0;0.0;0.0;38.0;2689;45.0
3;5;18492.0;1;75;1.0;1.0;0.0;2;8.0;0.0;0.0;39.0;2675;10.0
3;3;82584.0;0;26;1.0;3.0;4.0;8;1.0;0.0;3.0;47.0;3041;1435.0
4;3;93027.0;0;77;0.0;7.0;10.0;5;2.0;0.0;1.0;80.0;3093;2119.0
2;3;48686.0;1;8;1.0;1.0;0.0;2;8.0;0.0;0.0;68.0;2858;20.0
2;3;92910.0;0;42;1.0;6.0;7.0;13;1.0;0.0;3.0;35.0;2717;1795.0
2;3;75433.0;1;28;2.0;2.0;5.0;10;6.0;0.0;2.0;32.0;2736;1188.0
0;5;10404.0;1;52;2.0;1.0;0.0;4;5.0;0.0;0.0;32.0;2707;43.0
2;3;61314.0;0;1;2.0;5.0;5.0;12;3.0;0.0;0.0;53.0;3081;986.9044418921359
4;4;84865.0;0;1;1.0;2.0;4.0;9;4.0;0.0;3.1185051147150964;60.0;3067;1688.0
2;3;42387.0;1;42;5.0;8.0;1.0;7;8.0;0.0;0.0;32.0;3259;684.0
0;5;67309.0;1;76;8.121712502567885;9.0;6.0;9;7.0;0.0;0.0;54.0;3173;1082.0
2;3;75236.0;0;27;1.0;8.0;3.0;13;4.0;0.0;0.0;57.0;2867;1068.0
2;4;30015.0;1;28;2.0;1.0;0.0;4;5.0;0.0;0.0;51.0;2798;57.0
3;5;50943.0;0;49;1.0;1.0;0.0;3;5.0;0.0;0.0;65.0;3024;46.0
2;2;67272.0;0;12;3.0;6.0;2.0;12;5.0;0.0;0.0;55.0;2841;733.0
3;6;51529.0;0;14;2.0;9.0;1.0;5;8.0;0.0;0.0;72.0;2946;467.0
4;3;32011.0;1;89;3.0;2.0;1.0;4;7.0;0.0;0.0;50.0;2962;122.0
0;3;7500.0;1;96;2.0;2.0;0.0;3;8.0;0.0;0.0;35.0;3158;36.0
2;3;28691.0;1;56;1.0;1.0;0.0;3;8.0;0.0;0.0;32.0;3011;34.0
4;3;56223.0;0;72;2.0;2.0;1.0;5;4.0;0.0;0.0;73.0;2842;156.0
2;3;18100.0;0;14;1.0;0.0;0.0;3;5.0;0.0;0.0;75.0;2978;14.0
2;4;30279.0;1;13;1.0;1.0;0.0;3;8.0;0.0;0.0;32.0;3197;37.0
0;3;20130.0;0;99;1.0;1.0;0.0;3;8.0;0.0;0.0;47.0;2755;34.0
2;2;23295.0;0;72;1.0;1.0;0.0;2;8.0;0.0;0.0;62.0;3002;20.0
3;2;42618.0;1;92;2.0;5.0;0.0;4;8.0;0.0;0.0;49.0;2914;192.0
2;4;81246.0;0;87;1.0;4.0;5.0;7;1.0;0.0;2.0;57.0;2833;1329.526975328729
2;3;24027.0;1;7;2.0;2.0;0.0;3;8.0;0.0;0.0;45.0;3036;48.0
4;3;55707.0;0;91;2.0;3.0;2.0;9;3.0;0.0;0.0;68.0;2840;428.0
2;4;57959.0;0;71;5.0;4.0;7.0;11;3.0;0.0;0.0;66.0;3074;868.0
2;3;56796.0;0;24;3.0;8.0;9.0;7;7.0;0.0;0.0;52.0;3149;1001.0
3;4;36230.0;1;17;1.0;2.0;0.0;4;5.0;0.0;0.0;50.0;2906;59.0
0;3;70829.0;1;87;2.0;4.0;2.0;8;3.0;0.0;0.0;41.0;2861;431.0
2;3;65991.0;0;21;3.0;9.0;5.0;10;7.0;0.0;0.0;45.0;3311;971.0
2;3;38988.0;1;90;7.0;5.0;1.0;6;8.0;0.0;0.0;49.0;3329;348.0
0;4;89572.0;0;44;1.0;7.0;7.0;9;4.0;0.0;3.0;55.0;3303;1886.0005594273987
3;3;42207.0;1;71;4.0;4.0;1.0;5;6.0;0.0;2.0;37.0;3105;265.0
2;3;50300.0;0;52;2.0;2.0;1.0;8;2.0;0.0;0.0;69.0;2686;270.0
0;5;66664.0;0;78;1.0;5.0;7.0;6;3.0;0.0;0.0;39.0;3293;1270.4123846372045
2;3;60597.0;0;2;4.0;2.0;2.0;8;7.0;0.0;2.0;57.0;2830;893.0
2;6;70165.0;0;60;1.0;3.0;7.0;11;1.0;0.0;0.0;72.0;2931;885.9044418921359
4;6;50520.0;0;25;2.0;3.0;1.0;3;6.0;0.0;0.0;63.0;2803;135.0
2;3;80124.0;0;47;1.0;3.0;7.0;8;1.0;0.0;1.0;58.0;2654;1450.936576382196
2;3;33183.0;1;46;2.0;4.0;0.0;3;7.0;0.0;0.0;46.0;2776;120.0
4;4;66582.0;0;83;1.0;2.0;8.0;9;1.0;0.0;0.0;52.0;2769;1288.0
4;5;75261.0;0;17;1.0;5.0;6.0;5;2.0;0.0;3.0;66.0;3083;1743.0
2;6;31880.0;1;13;1.0;1.0;0.0;2;8.0;0.0;0.0;51.0;3257;15.0
2;3;53790.0;0;86;3.0;7.0;2.0;8;6.0;0.0;0.0;70.0;2766;542.0
4;5;49269.0;1;92;3.0;7.0;3.0;12;7.0;0.0;0.0;50.0;3334;890.0
2;3;61456.0;0;47;4.0;6.0;10.0;13;4.0;0.0;0.0;46.0;3110;1346.9044418921358
2;3;37406.0;1;18;1.0;1.0;0.0;2;8.0;0.0;1.0;41.0;2913;17.0
4;5;56937.0;1;81;7.0;8.0;6.0;9;6.0;0.0;2.0;40.0;3345;906.0
2;3;38415.0;1;91;2.0;1.0;0.0;3;7.0;0.0;0.0;43.0;3194;44.0
2;4;20518.0;1;58;1.0;1.0;1.0;2;5.0;0.0;0.0;33.0;2693;25.0
2;3;62503.0;0;40;4.0;8.0;3.0;11;5.0;0.0;0.0;65.0;3147;973.0
4;4;41644.0;1;67;2.0;1.0;0.0;3;3.0;0.0;0.0;49.0;2702;31.0
3;3;55842.0;0;19;1.0;7.0;1.0;8;5.0;0.0;0.0;44.0;2688;518.0
4;3;62010.0;0;93;4.0;6.0;2.0;7;5.0;0.0;0.0;49.0;3265;530.0
2;3;41124.0;1;41;7.0;7.0;3.0;4;8.0;0.0;0.0;44.0;3257;506.0
3;3;38961.0;1;60;1.0;2.0;1.0;2;7.0;0.0;0.0;48.0;2832;70.0
3;2;37760.0;1;54;1.0;2.0;0.0;3;6.0;0.0;0.0;49.0;2973;54.0
2;4;32233.0;1;26;2.0;6.0;2.0;2;9.0;0.0;2.0;47.0;3330;296.0
2;3;43057.0;0;30;4.0;4.0;2.0;5;5.0;0.0;0.0;46.0;2893;266.0
3;5;83151.0;0;93;1.0;5.0;9.0;4;3.0;0.0;0.0;61.0;3278;747.0
4;2;78825.0;0;35;1.0;5.0;10.0;13;3.0;0.0;1.0;57.0;3304;895.0
3;5;65104.0;0;4;2.0;3.0;5.0;7;7.0;0.0;0.0;45.0;2878;1053.0
2;3;60093.0;0;92;2.0;7.0;2.0;10;6.0;0.0;0.0;47.0;3019;735.0
2;3;14045.0;1;24;1.0;1.0;0.0;3;7.0;0.0;0.0;52.0;2805;20.0
0;6;28457.0;0;96;1.0;4.0;1.0;4;8.0;0.0;0.0;69.0;3260;205.0
4;5;78952.0;0;11;2.0;2.0;5.0;12;6.0;0.0;0.0;63.0;3294;2092.0
2;2;46310.0;1;99;2.0;6.0;1.0;5;8.0;0.0;0.0;45.0;3224;309.0
2;5;76005.0;0;72;1.0;3.0;5.0;13;6.0;0.0;1.0;66.0;3143;1683.4123846372045
3;4;58308.0;0;77;4.0;2.0;6.0;3;8.0;0.0;0.0;57.0;3184;900.0
4;2;55614.0;0;85;1.0;9.0;4.0;6;7.0;0.0;1.0;77.0;2865;682.0
3;2;59432.0;0;88;3.0;5.0;3.0;11;5.0;0.0;0.0;59.0;3093;663.0
2;2;55563.0;0;22;1.0;2.0;0.0;3;3.0;0.0;0.0;43.0;2736;43.0
4;5;78642.0;0;83;1.0;4.0;9.0;4;6.0;0.0;0.0;50.0;3085;1733.7278921018287
4;5;67911.0;0;63;3.0;6.0;7.0;11;3.0;0.0;0.0;72.0;2689;976.0
2;3;65275.0;0;9;1.0;4.0;3.0;13;2.0;0.0;0.0;77.0;3103;746.0
2;5;27203.0;1;92;2.0;1.0;1.0;2;8.0;0.0;0.0;71.0;3343;64.0
3;5;48330.0;0;2;1.0;1.0;0.0;3;5.0;0.0;0.0;60.0;2877;32.0
1;3;24279.0;0;6;1.0;4.0;1.0;3;8.0;0.0;0.0;31.0;3198;263.0
4;3;64355.0;1;66;2.0;4.0;3.0;12;8.0;0.0;0.0;36.0;3325;1445.0
3;5;50943.0;0;49;1.0;1.0;0.0;3;5.0;0.0;0.0;65.0;3024;46.0
2;6;53653.0;0;29;2.0;10.0;4.0;12;6.0;0.0;0.0;68.0;3250;1210.0
2;3;65665.0;0;77;1.0;5.0;10.0;8;3.0;0.0;0.0;45.0;2860;928.6225334365931
2;4;81217.0;0;77;1.0;3.0;7.0;11;1.0;0.0;0.0;32.0;2996;1157.0
2;3;34935.0;0;71;1.0;2.0;1.0;4;7.0;0.0;0.0;29.0;3024;137.0
2;2;61250.0;0;49;6.0;5.0;2.0;12;5.0;0.0;0.0;62.0;3211;730.0
4;5;39665.0;1;97;3.0;4.0;2.0;3;7.0;0.0;1.0;40.0;3051;216.0
2;4;60152.0;0;6;1.0;6.0;4.0;12;3.0;0.0;0.0;42.0;3109;943.0
2;3;48920.0;0;93;3.0;6.0;2.0;5;7.0;0.0;1.0;57.0;2903;347.0
3;5;89120.0;0;78;1.0;5.0;6.0;7;1.0;0.0;1.0;62.0;2755;1924.0
4;5;44124.0;0;62;4.0;6.0;2.0;5;8.0;0.0;0.0;75.0;3065;397.0
3;4;81169.0;0;47;1.0;5.0;7.0;9;2.0;0.0;0.0;46.0;3092;2089.0
2;3;36443.0;1;9;4.0;3.0;1.0;3;8.0;0.0;0.0;60.0;3162;138.0
2;4;26095.0;1;77;1.0;1.0;0.0;3;7.0;0.0;0.0;31.0;3015;42.0
2;5;71367.0;0;24;1.0;4.0;5.0;7;2.0;0.0;0.0;62.0;2961;777.0
3;3;80184.0;0;19;1.0;6.0;3.0;10;3.0;0.0;2.0;77.0;2771;1902.0
2;2;30630.0;1;67;2.0;2.0;0.0;3;7.0;0.0;0.0;56.0;2804;52.0
3;4;73454.0;0;95;1.0;2.0;4.0;6;5.0;0.0;1.0;34.0;2771;1651.0
2;3;42691.0;0;48;1.0;5.0;1.0;6;5.0;0.0;0.0;30.0;2968;358.0
2;3;70503.0;0;73;1.0;2.0;4.0;9;6.0;0.0;2.0;68.0;3288;1661.7278921018287
2;3;25545.0;1;35;3.0;2.0;2.0;3;6.0;0.0;1.0;34.0;3310;210.0
2;3;32880.0;1;76;1.0;1.0;0.0;3;8.0;0.0;0.0;35.0;3223;42.0
4;5;77863.0;0;20;1.0;4.0;5.0;10;2.0;0.0;0.0;63.0;2865;1291.0
3;3;50353.0;0;72;1.0;4.0;4.0;6;3.0;0.0;0.0;44.0;2672;442.0
2;4;61839.0;0;20;1.0;4.0;8.0;4;8.0;0.0;0.0;57.0;3337;1863.0349180737976
4;3;49154.0;1;69;6.0;4.0;1.0;8;6.0;0.0;0.0;61.0;2889;411.0
0;6;47682.0;0;80;4.0;4.0;3.0;8;5.0;0.0;0.0;46.0;3150;521.0
2;4;72679.0;0;65;1.0;4.0;7.0;5;1.0;0.0;0.0;52.0;2935;1168.0
3;5;57954.0;1;52;7.0;8.0;2.0;6;7.0;0.0;1.0;44.0;2662;493.0
2;3;65316.0;1;65;2.0;3.0;2.0;5;4.0;0.0;0.0;59.0;3082;260.0
2;4;28567.0;1;57;2.0;2.0;0.0;3;6.0;0.0;0.0;39.0;3028;46.0
3;5;47352.0;0;70;4.0;6.0;1.0;5;7.0;0.0;0.0;70.0;3095;319.0
2;5;44931.0;0;0;1.0;2.0;1.0;3;5.0;0.0;0.0;54.0;2813;96.0
2;2;76982.0;0;19;1.0;8.0;3.0;4;4.0;0.0;2.0;54.0;2785;1056.6225334365931
0;5;57247.0;0;50;2.0;2.0;1.0;7;2.0;0.0;0.0;69.0;2976;232.0
3;4;22944.0;1;67;3.0;3.0;0.0;3;7.0;0.0;0.0;40.0;2839;76.0
0;5;25315.0;1;46;3.0;3.0;0.0;3;8.0;0.0;0.0;44.0;2885;54.0
2;6;43638.0;0;37;2.0;4.0;1.0;4;7.0;0.0;0.0;52.0;3343;201.0
4;4;42710.0;1;38;2.0;4.0;5.0;3;6.0;0.0;0.0;37.0;3229;406.0
